spotifyid,mp3,spec_npy,n_mels,n_frames
4DX82Vc8qAH4jJPvKxvwg6,DataSets\audio\Junior Senior - Move Your Feet.mp3,DataSets\img\Junior Senior - Move Your Feet.npy,128,18186
75qbtJ1b1xm59POD1aDS7A,DataSets\audio\Sébastien El Chato - Je sais.mp3,DataSets\img\Sébastien El Chato - Je sais.npy,128,19602
19K3lUMJmOdeuOBTrbLm19,DataSets\audio\MGMT - Weekend Wars.mp3,DataSets\img\MGMT - Weekend Wars.npy,128,25077
6HTJgY7iWWlVLSDHsfHePf,DataSets\audio\Ninho - Jefe.mp3,DataSets\img\Ninho - Jefe.npy,128,17770
2XqW4lc8eFrUqPlPOH6gmI,DataSets\audio\Keen' V - Affaire classée.mp3,DataSets\img\Keen' V - Affaire classée.npy,128,16608
761WKLuuoZgWTjYsM31ljA,DataSets\audio\Shaka Ponk - Body Cult.mp3,DataSets\img\Shaka Ponk - Body Cult.npy,128,24330
5kLRBwykoqtVob6pJ9b75h,DataSets\audio\Dany Brillant - Bambino - Reggaeton.mp3,DataSets\img\Dany Brillant - Bambino - Reggaeton.npy,128,21744
1FdU4oF88UOJwA9GYgognx,DataSets\audio\Deftones - Diamond Eyes.mp3,DataSets\img\Deftones - Diamond Eyes.npy,128,18823
6b8Be6ljOzmkOmFslEb23P,DataSets\audio\Bruno Mars - 24K Magic.mp3,DataSets\img\Bruno Mars - 24K Magic.npy,128,22611
3oBzgOBdpq4fhcHU4wnx8W,DataSets\audio\Shanna Kress - Étoile noire.mp3,DataSets\img\Shanna Kress - Étoile noire.npy,128,18695
4sZbYvUTHJUmQ7mitmnbCd,DataSets\audio\Lindsey Stirling - Crystallize.mp3,DataSets\img\Lindsey Stirling - Crystallize.npy,128,29962
1EFmmDe9dRgA31yc8MA1cb,DataSets\audio\Mors Principium Est - Pure.mp3,DataSets\img\Mors Principium Est - Pure.npy,128,36788
0w6lsLBvhtGcqMYA7MB7r6,DataSets\audio\Orelsan - La Quête.mp3,DataSets\img\Orelsan - La Quête.npy,128,23415
4CWcaGtaOyAqBDKIeZMUe0,DataSets\audio\Naps - La kiffance.mp3,DataSets\img\Naps - La kiffance.npy,128,15432
5ygDXis42ncn6kYG14lEVG,DataSets\audio\Pinkfong - Baby Shark.mp3,DataSets\img\Pinkfong - Baby Shark.npy,128,13604
5pRElcsPZrgZXkoON2o5Go,DataSets\audio\Skillet - Comatose.mp3,DataSets\img\Skillet - Comatose.npy,128,23052
17tejn8Dt8IDKKRknPznPD,DataSets\audio\Soolking - Fada.mp3,DataSets\img\Soolking - Fada.npy,128,11099
6LtiYg9rZXcqeonqFnGrQx,DataSets\audio\Vicarious Visions Audio - Crash Bandicoot Main Theme.mp3,DataSets\img\Vicarious Visions Audio - Crash Bandicoot Main Theme.npy,128,4861
6KigD0mlF4VGDYiSEzAyYw,DataSets\audio\NEFFEX - Fight Back.mp3,DataSets\img\NEFFEX - Fight Back.npy,128,19683
5JrEDriz04IUQnTviFEUKQ,DataSets\audio\Bénabar - L'effet papillon.mp3,DataSets\img\Bénabar - L'effet papillon.npy,128,22115
5QzjOeD7eXFZpVVyVC7ls2,DataSets\audio\TNX - MOVE.mp3,DataSets\img\TNX - MOVE.npy,128,21239
6lHf3IMVHRQ0em1wbGsTGB,DataSets\audio\Biwaï - Loco.mp3,DataSets\img\Biwaï - Loco.npy,128,19487
41N22sExMGJ0kzHwya8AtZ,DataSets\audio\Zaho - Boloss.mp3,DataSets\img\Zaho - Boloss.npy,128,23384
5YHsGUUAyoPDZ5eTEqdt1s,DataSets\audio\Jnr Slice - Doré.mp3,DataSets\img\Jnr Slice - Doré.npy,128,14769
53rwYHTHFgGrKkSiqyAH7k,DataSets\audio\İbrahim Tatlıses - Aramam.mp3,DataSets\img\İbrahim Tatlıses - Aramam.npy,128,29591
2SMNxADB0ffqaIoOwl2x06,DataSets\audio\Volbeat - Shotgun Blues.mp3,DataSets\img\Volbeat - Shotgun Blues.npy,128,15082
4leY6qRRp1GGnv5gvMMYVr,DataSets\audio\Eno - Cane Cane.mp3,DataSets\img\Eno - Cane Cane.npy,128,19359
3hlksXnvbKogFdPbpO9vel,DataSets\audio\Nicki Minaj - Super Bass.mp3,DataSets\img\Nicki Minaj - Super Bass.npy,128,11321
2uEK8kZO6DxEqOoUgz7Bi9,DataSets\audio\KIDDO - Let It Rain.mp3,DataSets\img\KIDDO - Let It Rain.npy,128,10864
6Ao6nHW7cPibIEOLytVUxn,DataSets\audio\Kendji Girac - Color Gitano.mp3,DataSets\img\Kendji Girac - Color Gitano.npy,128,10501
6cryNSlBitzoR2Y5HROrii,DataSets\audio\Kaaris - Tchoin.mp3,DataSets\img\Kaaris - Tchoin.npy,128,12141
5H6SZcjJzBNsB2VzKW2Ivd,DataSets\audio\Ozuna - Tiempo.mp3,DataSets\img\Ozuna - Tiempo.npy,128,19518
2KH5oAL6cKVuY3KHIOuKgz,DataSets\audio\Lefa - Métaverse.mp3,DataSets\img\Lefa - Métaverse.npy,128,19714
1HzDhHApjdjXPLHF6GGYhu,DataSets\audio\Pink Floyd - Wish You Were Here.mp3,DataSets\img\Pink Floyd - Wish You Were Here.npy,128,30599
6iR2M235HS3BbB68MtRIbO,DataSets\audio\Dika - Youleuh 6.mp3,DataSets\img\Dika - Youleuh 6.npy,128,23350
09CtPGIpYB4BrO8qb1RGsF,DataSets\audio\Justin Bieber - Sorry.mp3,DataSets\img\Justin Bieber - Sorry.npy,128,11177
4kZbYkUuDHyphD71bPMYL1,DataSets\audio\Steven Wilson - Drive Home.mp3,DataSets\img\Steven Wilson - Drive Home.npy,128,50073
5HerMpAegwiAAFOIXNCxED,DataSets\audio\Naps - En détente.mp3,DataSets\img\Naps - En détente.npy,128,15495
6cFrujlrXPM4mm9ZCce50F,DataSets\audio\Greta Van Fleet - The Weight of Dreams.mp3,DataSets\img\Greta Van Fleet - The Weight of Dreams.npy,128,29889
0yzjqS9Ya9tE0QAYizgpNe,DataSets\audio\Team Sleep - Ataraxia.mp3,DataSets\img\Team Sleep - Ataraxia.npy,128,19735
6WpBbL2UkFz4QQNpQuG9qD,DataSets\audio\Puscifer - Potions - Deliverance Mix.mp3,DataSets\img\Puscifer - Potions - Deliverance Mix.npy,128,27517
5OBptQtIlGOG94la7qil6c,DataSets\audio\Genesis - Firth Of Fifth - Remastered 2008.mp3,DataSets\img\Genesis - Firth Of Fifth - Remastered 2008.npy,128,57490
0gmbgwZ8iqyMPmXefof8Yf,DataSets\audio\Nickelback - How You Remind Me.mp3,DataSets\img\Nickelback - How You Remind Me.npy,128,22415
6JnFVmPyJvjnfBag0hhIFa,DataSets\audio\Muse - Assassin.mp3,DataSets\img\Muse - Assassin.npy,128,21111
4diKCx2EUg4CGvDTyCan5H,DataSets\audio\Marcin Przybyłowicz - The Trail.mp3,DataSets\img\Marcin Przybyłowicz - The Trail.npy,128,16974
1MjMpqiHCPQdPUdG44P2U4,DataSets\audio\SKÁLD - Rún.mp3,DataSets\img\SKÁLD - Rún.npy,128,9022
62Pp6exz0ywSlBqvNqiY6Z,DataSets\audio\Wejdene - Anissa.mp3,DataSets\img\Wejdene - Anissa.npy,128,10349
7HctR6dqgzdU9v3LYfDElj,DataSets\audio\Pitbull - Ten Cuidado.mp3,DataSets\img\Pitbull - Ten Cuidado.npy,128,21352
3o8czqWldXDDZvZWAMw3Yw,DataSets\audio\Opeth - Heir Apparent.mp3,DataSets\img\Opeth - Heir Apparent.npy,128,53054
3ZxeBONxtfBB7jerhauPpc,DataSets\audio\Alex Wilson - Boom.mp3,DataSets\img\Alex Wilson - Boom.npy,128,13087
5ECfzSLi8W8yT8l2l4DkYS,DataSets\audio\Black Crown Initiate - A Great Mistake.mp3,DataSets\img\Black Crown Initiate - A Great Mistake.npy,128,41017
6epn3r7S14KUqlReYr77hA,DataSets\audio\Justin Bieber - Baby.mp3,DataSets\img\Justin Bieber - Baby.npy,128,11929
7ye2H4Sjn4Va8Fny4cDMnb,DataSets\audio\Shadow of Intent - The Return.mp3,DataSets\img\Shadow of Intent - The Return.npy,128,28580
228BxWXUYQPJrJYHDLOHkj,DataSets\audio\Daddy Yankee - Gasolina.mp3,DataSets\img\Daddy Yankee - Gasolina.npy,128,10838
1CAbKnexRqE6donA0Tyhrf,DataSets\audio\Dj Mam's - Fiesta Buena (feat. Luis Guisao & Soldat Jahman).mp3,DataSets\img\Dj Mam's - Fiesta Buena (feat. Luis Guisao & Soldat Jahman).npy,128,19291
5HXaU3tsZrdWTqKVRToU43,DataSets\audio\Eluveitie - Rebirth.mp3,DataSets\img\Eluveitie - Rebirth.npy,128,30761
4CtO2AMo76k5yAeD44EUPY,DataSets\audio\HXVRMXN - South.mp3,DataSets\img\HXVRMXN - South.npy,128,19199
4oMyggIzClkOcCTvotFLkP,DataSets\audio\Ghostface Playa - Why Not.mp3,DataSets\img\Ghostface Playa - Why Not.npy,128,16901
4Qt6fOWtoMdjQYtV5jztL2,DataSets\audio\DeathbyRomy - Day I Die.mp3,DataSets\img\DeathbyRomy - Day I Die.npy,128,10720
3KyEkcINcNisbSDfFZqmaV,DataSets\audio\Sympathies - Joy.mp3,DataSets\img\Sympathies - Joy.npy,128,12938
2lIBT5vhgGXKMUoCFeFJvZ,DataSets\audio\Booba - Scarface.mp3,DataSets\img\Booba - Scarface.npy,128,14260
0HKNlsZ0zFlSqUqWj1nVVG,DataSets\audio\Niska - Réseaux.mp3,DataSets\img\Niska - Réseaux.npy,128,20981
16mEAOIriJH4aIJW8OiZkD,DataSets\audio\Koba LaD - Guedro.mp3,DataSets\img\Koba LaD - Guedro.npy,128,11412
51GMvFIatytE5bvlDLx4ju,DataSets\audio\Christophe Maé - Les mêmes que nous.mp3,DataSets\img\Christophe Maé - Les mêmes que nous.npy,128,19899
1Vf09Cxf2jqSkU6sfueYAq,DataSets\audio\Diam's - La Boulette (Génération Nan Nan).mp3,DataSets\img\Diam's - La Boulette (Génération Nan Nan).npy,128,23144
37DnQQzvedZUOhtjEEaHQT,DataSets\audio\Yanns - Clic clic pan pan.mp3,DataSets\img\Yanns - Clic clic pan pan.npy,128,16407
6mkBPrs5D4lyHRKYzHHA50,DataSets\audio\Boule - L'ours polaire.mp3,DataSets\img\Boule - L'ours polaire.npy,128,13087
57bgtoPSgt236HzfBOd8kj,DataSets\audio\AC_DC - Thunderstruck.mp3,DataSets\img\AC_DC - Thunderstruck.npy,128,29293
1etiUDkISHELzQGMY79ryt,DataSets\audio\Bastille - Quarter Past Midnight.mp3,DataSets\img\Bastille - Quarter Past Midnight.npy,128,11538
0UFDKFqW2oGspYeYqo9wjA,DataSets\audio\Linkin Park - Bleed It Out.mp3,DataSets\img\Linkin Park - Bleed It Out.npy,128,16443
7CXmNtoDEik3cfe9DghQHG,DataSets\audio\Collectif Métissé - Sexy Lady.mp3,DataSets\img\Collectif Métissé - Sexy Lady.npy,128,11522
5CbCgXCMti2YOgcisqmdWC,DataSets\audio\Lúnasa - Eanáir.mp3,DataSets\img\Lúnasa - Eanáir.npy,128,32979
4jrMslkQYy6HVqKKPX2WXf,DataSets\audio\Depeche Mode - Somebody.mp3,DataSets\img\Depeche Mode - Somebody.npy,128,26101
6WFo74afaWutWhjwtlz4Ki,DataSets\audio\Great Big Sea - Run Runaway.mp3,DataSets\img\Great Big Sea - Run Runaway.npy,128,22313
3kHDkEajJ4G02y2U6Xf0fm,DataSets\audio\Renaud - Laisse béton.mp3,DataSets\img\Renaud - Laisse béton.npy,128,8437
332cZrFqQCo1u7jixKukF2,DataSets\audio\Titi Robin - Ma Gavali Rumba.mp3,DataSets\img\Titi Robin - Ma Gavali Rumba.npy,128,27146
2kUKeN9ZpYHqfBjB8Gphb2,DataSets\audio\Naps - Best life.mp3,DataSets\img\Naps - Best life.npy,128,19711
6MTuYHLWVgs25adPBzg5X6,DataSets\audio\Yves Deruyter - Animals - Remix.mp3,DataSets\img\Yves Deruyter - Animals - Remix.npy,128,25915
0HqZX76SFLDz2aW8aiqi7G,DataSets\audio\Imagine Dragons - Bones.mp3,DataSets\img\Imagine Dragons - Bones.npy,128,9299
7bp3zmEvpHLa0h32nhDUkB,DataSets\audio\Stromae - L’enfer.mp3,DataSets\img\Stromae - L’enfer.npy,128,10676
4oPa1RJ2FrPwEcbnBhEtPQ,,,,
3aQem4jVGdhtg116TmJnHz,DataSets\audio\Drake - What’s Next.mp3,DataSets\img\Drake - What’s Next.npy,128,10030
4h9wh7iOZ0GGn8QVp4RAOB,DataSets\audio\OneRepublic - I Ain't Worried.mp3,DataSets\img\OneRepublic - I Ain't Worried.npy,128,8382
1OSSwdPGbRPm6PkugpOQhP,DataSets\audio\Mozart Opera Rock - Bim bam boum.mp3,DataSets\img\Mozart Opera Rock - Bim bam boum.npy,128,16927
6FrW2Rm1BUHEL29joWJCLo,DataSets\audio\Fares Karam - ريتنى.mp3,DataSets\img\Fares Karam - ريتنى.npy,128,25187
6mICuAdrwEjh6Y6lroV2Kg,DataSets\audio\Shakira - Chantaje (feat. Maluma).mp3,DataSets\img\Shakira - Chantaje (feat. Maluma).npy,128,19722
1mea3bSkSGXuIRvnydlB5b,DataSets\audio\Coldplay - Viva La Vida.mp3,DataSets\img\Coldplay - Viva La Vida.npy,128,24215
7mt5dPjDkTJibqv1apN37A,DataSets\audio\Nolay - Corn.mp3,DataSets\img\Nolay - Corn.npy,128,30866
7e89621JPkKaeDSTQ3avtg,DataSets\audio\Lynyrd Skynyrd - Sweet Home Alabama.mp3,DataSets\img\Lynyrd Skynyrd - Sweet Home Alabama.npy,128,15973
2QpUWi6VSNOt2WyH5FIeLD,DataSets\audio\Aya Nakamura - Pookie.mp3,DataSets\img\Aya Nakamura - Pookie.npy,128,17940
6kasGUkeJa8Azyvl2zW9Ur,DataSets\audio\SYR - Tir N'aill.mp3,DataSets\img\SYR - Tir N'aill.npy,128,28831
7MJQ9Nfxzh8LPZ9e9u68Fq,DataSets\audio\Eminem - Lose Yourself.mp3,DataSets\img\Eminem - Lose Yourself.npy,128,18068
6m1TWFMeon7ai9XLOzdbiR,DataSets\audio\BTS - FAKE LOVE.mp3,DataSets\img\BTS - FAKE LOVE.npy,128,24230
6ocbgoVGwYJhOv1GgI9NsF,DataSets\audio\Ariana Grande - 7 rings.mp3,DataSets\img\Ariana Grande - 7 rings.npy,128,10103
36CBgM1zHMkAbi1P4bC9AE,DataSets\audio\Manu Dibango - Un soir au village.mp3,DataSets\img\Manu Dibango - Un soir au village.npy,128,23739
73V8Goi8gRq2zwUkyWo8XE,DataSets\audio\Shay - PMW.mp3,DataSets\img\Shay - PMW.npy,128,10433
6kFKyM6lv22Q3KJaIopkIe,DataSets\audio\Jul - Superstar.mp3,DataSets\img\Jul - Superstar.npy,128,23718
3sJrYXBaNIzUG1rUsarigP,DataSets\audio\Flavia Coelho - Bossa Bika Nova.mp3,DataSets\img\Flavia Coelho - Bossa Bika Nova.npy,128,24800
7sKDftgGirHWTVFMtJoDoh,DataSets\audio\Aya Nakamura - Djadja.mp3,DataSets\img\Aya Nakamura - Djadja.npy,128,17115
2HD5BWFthrNf2uFyEhi53d,DataSets\audio\Metallica - Orion.mp3,DataSets\img\Metallica - Orion.npy,128,50719
4DmImFE1FJ2h6SjFkiqS5g,DataSets\audio\Olivia Ruiz - Les météores.mp3,DataSets\img\Olivia Ruiz - Les météores.npy,128,10757
2ICdvchXmDh5mdLyyL2opB,DataSets\audio\Orelsan - Basique.mp3,DataSets\img\Orelsan - Basique.npy,128,16300
06jSEWSPjIowiquOM7Q1L8,DataSets\audio\Serj Tankian - Baby.mp3,DataSets\img\Serj Tankian - Baby.npy,128,21085
1r35X2XHPsksJ9aAbZPaO1,DataSets\audio\Blind Guardian - Tanelorn (Into the Void).mp3,DataSets\img\Blind Guardian - Tanelorn (Into the Void).npy,128,35886
5CPXR6lDTvngxtmMZxnWmC,DataSets\audio\Dream Theater - Pull Me Under.mp3,DataSets\img\Dream Theater - Pull Me Under.npy,128,49713
60udb73Xe8KJ7IzBhn3ptV,DataSets\audio\Philippe Katerine - Louxor j'adore.mp3,DataSets\img\Philippe Katerine - Louxor j'adore.npy,128,17964
0bv5vUJCvXM9G0cbjeikyY,DataSets\audio\Jimmy Smith - Back At The Chicken Shack.mp3,DataSets\img\Jimmy Smith - Back At The Chicken Shack.npy,128,27470
1zM2dzrpBC2y3PxARrCUwJ,DataSets\audio\Jul - Ma chérie.mp3,DataSets\img\Jul - Ma chérie.npy,128,18141
1xiBH94p5CA6MYqKbA7MgT,DataSets\audio\Jacques Brel - Au suivant.mp3,DataSets\img\Jacques Brel - Au suivant.npy,128,10420
3iOessvbLqaBZdCUkUw2uy,DataSets\audio\Mcfly & Carlito - TikTok Girl.mp3,DataSets\img\Mcfly & Carlito - TikTok Girl.npy,128,20438
2Az30cWGwvOHpsI0eMSwTQ,DataSets\audio\Alan Jackson - There Is Power In The Blood.mp3,DataSets\img\Alan Jackson - There Is Power In The Blood.npy,128,8915
7EUSByOz1UUx78lLDxfxRQ,DataSets\audio\YUI - again.mp3,DataSets\img\YUI - again.npy,128,25756
3kg2Mpbpao0bUGHxtKDMCK,DataSets\audio\Lena Raine - Exhale.mp3,DataSets\img\Lena Raine - Exhale.npy,128,14085
3v6ClatJ2nG0TIpfL3HwY1,DataSets\audio\Renaud - Morgane de toi.mp3,DataSets\img\Renaud - Morgane de toi.npy,128,20981
205HNJ73cgpC0LAOnuQiWT,DataSets\audio\Kofs - Bande organisée.mp3,DataSets\img\Kofs - Bande organisée.npy,128,37381
7mrxyr7hNwU2aq56Jr735W,DataSets\audio\Gareth Coker - Separated by the Storm.mp3,DataSets\img\Gareth Coker - Separated by the Storm.npy,128,22705
6HZILIRieu8S0iqY8kIKhj,DataSets\audio\Kendrick Lamar - DNA..mp3,DataSets\img\Kendrick Lamar - DNA..npy,128,18666
4npOigvIBuT6ui5gwjGdhf,DataSets\audio\Koba LaD - Doudou.mp3,DataSets\img\Koba LaD - Doudou.npy,128,10059
0ah6qyhi2jlBP6D7JLxZrt,DataSets\audio\Sampha - Plastic 100°C.mp3,DataSets\img\Sampha - Plastic 100°C.npy,128,31618
6NEoeBLQbOMw92qMeLfI40,DataSets\audio\BLACKPINK - WHISTLE.mp3,DataSets\img\BLACKPINK - WHISTLE.npy,128,21156
3JuVcIgT9s0uvbmuQCyClB,DataSets\audio\Jul - Alors la zone.mp3,DataSets\img\Jul - Alors la zone.npy,128,20500
0Wr98MVkENZXddiLB3bPb0,DataSets\audio\Louise Attaque - J't'emmène au vent.mp3,DataSets\img\Louise Attaque - J't'emmène au vent.npy,128,10370
7iTwZ8bxJRgX6HfkVdDa2D,DataSets\audio\Rita Payés - Quien lo diría.mp3,DataSets\img\Rita Payés - Quien lo diría.npy,128,33457
73ik3a517Lz2W7eLWejapJ,DataSets\audio\Brad Mehldau - Exit Music.mp3,DataSets\img\Brad Mehldau - Exit Music.npy,128,26393
414J8tKHbtF16XOiHGBEso,DataSets\audio\Mulatu Astatke - Tezeta (Nostalgia).mp3,DataSets\img\Mulatu Astatke - Tezeta (Nostalgia).npy,128,37665
7qiZfU4dY1lWllzX7mPBI3,DataSets\audio\Ed Sheeran - Shape of You.mp3,DataSets\img\Ed Sheeran - Shape of You.npy,128,23499
0bSDmsm7ojCzxcFVrVXFye,DataSets\audio\Shaka Ponk - Hombre Que Soy - 2020.mp3,DataSets\img\Shaka Ponk - Hombre Que Soy - 2020.npy,128,20981
6IAc8O7MiS2lJiTabpjC7S,DataSets\audio\Mathieu Fiset - Chick's Pain.mp3,DataSets\img\Mathieu Fiset - Chick's Pain.npy,128,53012
2e9Sa881KIjKK0y86iNZ6C,DataSets\audio\Claude François - Alexandrie Alexandra.mp3,DataSets\img\Claude François - Alexandrie Alexandra.npy,128,26216
02d1E4NRuh7OEQO4vCb9PD,DataSets\audio\Lady Gaga - Marry The Night.mp3,DataSets\img\Lady Gaga - Marry The Night.npy,128,14881
03y045SZqaC94yfXl1cU4E,DataSets\audio\Soso Maness - Petrouchka (feat. PLK).mp3,DataSets\img\Soso Maness - Petrouchka (feat. PLK).npy,128,18831
7BlRb7kBQxl2qxQBq6JBSB,DataSets\audio\James Arthur - Supposed.mp3,DataSets\img\James Arthur - Supposed.npy,128,23188
4Yrv2ZSIyF9NqNDkHcBZBW,DataSets\audio\Jul - Wesh alors.mp3,DataSets\img\Jul - Wesh alors.npy,128,20615
6cPyTS0Kk2sc4xQwC93kOg,DataSets\audio\The Chainsmokers - Break Up Every Night.mp3,DataSets\img\The Chainsmokers - Break Up Every Night.npy,128,26184
4g0kyRLFKBYFxDF1vCxj8v,DataSets\audio\Sexion d'Assaut - Wati by Night.mp3,DataSets\img\Sexion d'Assaut - Wati by Night.npy,128,24884
3xf9GbVqLnDgL2x0xztcTV,DataSets\audio\Lacrim - A.W.A.mp3,DataSets\img\Lacrim - A.W.A.npy,128,16266
4EFb9FhLyFiDbYKwBwDZre,DataSets\audio\Electric Callboy - We Got the Moves.mp3,DataSets\img\Electric Callboy - We Got the Moves.npy,128,21676
64OgeRsJxn4p3Ed9khDFA9,DataSets\audio\Rise Against - Entertainment.mp3,DataSets\img\Rise Against - Entertainment.npy,128,12073
288dVpSCtcRn5nveawFJTj,DataSets\audio\MHD - A Kele Nta.mp3,DataSets\img\MHD - A Kele Nta.npy,128,21260
4aGUHPTULXRB0udBu1w38A,DataSets\audio\Fit For A King - Disease.mp3,DataSets\img\Fit For A King - Disease.npy,128,17076
1MTQHCpraD4S8g5PAFKzoj,DataSets\audio\Limp Bizkit - Behind Blue Eyes.mp3,DataSets\img\Limp Bizkit - Behind Blue Eyes.npy,128,15190
4yy7qdzDVe8zpGtHJxycBt,DataSets\audio\Placebo - Drag.mp3,DataSets\img\Placebo - Drag.npy,128,20108
3ZF9W9EJ5NkqbxH6sjvEoJ,DataSets\audio\Julien Doré - Coco Câline.mp3,DataSets\img\Julien Doré - Coco Câline.npy,128,26294
6bVB2MGR7LcotAIB1vfpw6,DataSets\audio\The Smashing Pumpkins - Ava Adore.mp3,DataSets\img\The Smashing Pumpkins - Ava Adore.npy,128,14560
2HVCLZ6dMDelXhloO5sAjV,DataSets\audio\System Of A Down - Ego Brain.mp3,DataSets\img\System Of A Down - Ego Brain.npy,128,20187
3wfQEIvOfeVkXgGZogK3gL,DataSets\audio\RIDSA - Santa Maria.mp3,DataSets\img\RIDSA - Santa Maria.npy,128,19037
3UrDYCWfY6fTsiA63NNL27,DataSets\audio\Jackson Browne - Running on Empty.mp3,DataSets\img\Jackson Browne - Running on Empty.npy,128,29189
0gMywbX34eJ7W8RW7i2Qo3,DataSets\audio\Aya Nakamura - Ça fait mal.mp3,DataSets\img\Aya Nakamura - Ça fait mal.npy,128,15367
7dQd7DE1UbB179Fnr9kS1l,DataSets\audio\Marillion - Heart of Lothian - 2017 Remaster.mp3,DataSets\img\Marillion - Heart of Lothian - 2017 Remaster.npy,128,24460
2jffEzKCBXUGUx60BeTt7Z,DataSets\audio\Genesis - Dreaming While You Sleep - 2007 Digital Remaster.mp3,DataSets\img\Genesis - Dreaming While You Sleep - 2007 Digital Remaster.npy,128,43679
6Tio0ZoDeSQnI7EBAqWer2,DataSets\audio\P!nk - Cover Me In Sunshine.mp3,DataSets\img\P!nk - Cover Me In Sunshine.npy,128,15644
58PwCUkHNkODqp2tCehNSP,DataSets\audio\Timal - Filtré.mp3,DataSets\img\Timal - Filtré.npy,128,9646
6RXHipTclQenO0vKFeGZYi,DataSets\audio\Jul - La miss.mp3,DataSets\img\Jul - La miss.npy,128,29876
07qlsG6DYRLBbovwca9Vbr,DataSets\audio\Michael Schulte - You Let Me Walk Alone.mp3,DataSets\img\Michael Schulte - You Let Me Walk Alone.npy,128,17624
76yv2Tw0YoHamH32IsIip8,DataSets\audio\DA Uzi - On se reverra plus (feat. Gazo).mp3,DataSets\img\DA Uzi - On se reverra plus (feat. Gazo).npy,128,17904
68fTgSHZ3vAdpFx0pcfMer,DataSets\audio\Tyrone Wells - Time of Our Lives.mp3,DataSets\img\Tyrone Wells - Time of Our Lives.npy,128,24884
5cqLFudVQryezmVFmmyRJN,DataSets\audio\Aya Nakamura - Dégaine (feat. Damso).mp3,DataSets\img\Aya Nakamura - Dégaine (feat. Damso).npy,128,20876
28XVkwY5IaEmQ9gl48cFtc,DataSets\audio\Imagine Dragons - One Day.mp3,DataSets\img\Imagine Dragons - One Day.npy,128,8515
4TP2Sr5pN3N22t0DRoC3XQ,DataSets\audio\Nekfeu - Martin Eden.mp3,DataSets\img\Nekfeu - Martin Eden.npy,128,16446
6yeRgCv8nriUNCK7PDaBBi,DataSets\audio\Kendji Girac - Si je pars.mp3,DataSets\img\Kendji Girac - Si je pars.npy,128,13792
3OYZWMm5m2DEwq2Tc1ukTh,DataSets\audio\Slipknot - The Heretic Anthem.mp3,DataSets\img\Slipknot - The Heretic Anthem.npy,128,25409
465QB2MGS6q6rDOpaS2e6q,DataSets\audio\Soprano - Clown.mp3,DataSets\img\Soprano - Clown.npy,128,25166
2QjOHCTQ1Jl3zawyYOpxh6,DataSets\audio\The Neighbourhood - Sweater Weather.mp3,DataSets\img\The Neighbourhood - Sweater Weather.npy,128,24003
3f57KXCQHZrAl1LSPeggqV,DataSets\audio\Selah Sue - Wanted You to Know.mp3,DataSets\img\Selah Sue - Wanted You to Know.npy,128,20652
3McVJ4pdwNMP4RJtsJAogG,DataSets\audio\Yuksek - Always On The Run.mp3,DataSets\img\Yuksek - Always On The Run.npy,128,12635
00h6syYCxPKVsInPHXhdZ1,DataSets\audio\Panic! At The Disco - Sarah Smiles.mp3,DataSets\img\Panic! At The Disco - Sarah Smiles.npy,128,21331
0SKNkEMV313mE6oYsgVCgm,DataSets\audio\Jul - J'oublie tout.mp3,DataSets\img\Jul - J'oublie tout.npy,128,31686
6FgoXztd4u1QXyKzNaeGd4,DataSets\audio\NateWantsToBattle - Branded.mp3,DataSets\img\NateWantsToBattle - Branded.npy,128,19706
7vLSr5xZgifxkAle3HrLdr,DataSets\audio\Calogero - Je joue de la musique.mp3,DataSets\img\Calogero - Je joue de la musique.npy,128,12606
0BfgFi5DedehpKzMJrqABI,DataSets\audio\Set It Off - Kill the Lights.mp3,DataSets\img\Set It Off - Kill the Lights.npy,128,16611
3PbKYLgXyZc3yZJBOS1nVn,DataSets\audio\Bloodywood - Gaddaar.mp3,DataSets\img\Bloodywood - Gaddaar.npy,128,30087
1jO4l4FhDK46ccYxBlSf4h,DataSets\audio\TRUST - Antisocial.mp3,DataSets\img\TRUST - Antisocial.npy,128,30646
3XPQbWNieauipBXvJCToeI,DataSets\audio\Lara Fabian - Il Existe Un Endroit.mp3,DataSets\img\Lara Fabian - Il Existe Un Endroit.npy,128,21187
2Xmngyu2TzYsxnleGTHq1D,DataSets\audio\Invisible - Los Libros de la Buena Memoria.mp3,DataSets\img\Invisible - Los Libros de la Buena Memoria.npy,128,31025
6qlpXtA29VcxCNgLWR5IWx,DataSets\audio\Céline Dion - Pour que tu m'aimes encore.mp3,DataSets\img\Céline Dion - Pour que tu m'aimes encore.npy,128,25035
7mZ9gL6I7v15YPoP82Hvov,DataSets\audio\Hubert-Félix Thiéfaine - Une fille au rhésus négatif.mp3,DataSets\img\Hubert-Félix Thiéfaine - Une fille au rhésus négatif.npy,128,20774
3QZ7uX97s82HFYSmQUAN1D,DataSets\audio\Rush - Tom Sawyer.mp3,DataSets\img\Rush - Tom Sawyer.npy,128,15453
05SBRd4fXgn8FX7bf8BCAE,DataSets\audio\Calvin Harris - I Need Your Love (feat. Ellie Goulding).mp3,DataSets\img\Calvin Harris - I Need Your Love (feat. Ellie Goulding).npy,128,22684
